"idx","text","magnitude","score"
2763,"ねー...いこ?",0.1,0.0
2764,"今週夜勤だから生活リズム直すのに起きとかないと",0.1,-0.1
2765,"やばい、なんか。腕かゆくなってきて見たら...。ブツブツみたいなんが。じんましん。とかいややでなやめてな",1.4,0.0
2766,"また、寝落ちしてしまった〜。最近、全然。遅くまで起きてられないや",0.9,-0.1
2767,"下品笑でもわかるw",0.6,0.6
2768,"みっちーさん、大丈夫ですか?",0.0,0.0
2769,"ひぃめろ絶対かわいいやん",0.1,0.1
2770,"そこそこの真面目だろ。笑。マーケしんだ",0.7,0.0
2771,"契約してないから見れなーい",0.7,-0.7
2772,"こうしてたくさん溜まったクラウンとバッジで目的を果たしていくのだった...半年後待ってるね",0.9,0.4
2773,"ほんと!革靴なんてツルッツルでしょ恐ろしい。。。",0.2,0.1
2774,"みんな熱中症には気をつけてね。",0.5,0.5
2775,"まかない完食まじで量多い吐きそう笑)",0.7,-0.7
2776,"こんな朝早くから出かけるの",0.7,0.7
2777,"伝わるといいな。上手くいく念力注入しとく〜",1.4,0.7
2778,"冬休み短すぎるから",0.1,-0.1
2779,"いってきマウス",0.1,0.1
2780,"トンとスジュの日エイネ行くやろ?",0.0,0.0
2781,"20番以内くらいがいいなって思ってて見たらえっ!?ってなってとりあえずレジで発狂しかけたwww。あやちゃんもこれれば良かったのに",1.3,0.4
2782,"一緒に寝てたら起こされました。千夏が布団とって寒かったんやろな〜。可哀想に...もっかい寝よ〜。",1.0,0.0
2783,"寝るのか!おやすみなさい。僕はもう寝られへんからなぁ",0.8,0.0
2784,"感動する歌聞いて写真見返してたら涙ちょちょぎれたなつかしい思い出。",0.9,0.9
2785,"もう告白予行練習かわいい。でもあれが高3の秋。が設定だからそんなこと言ってられないだろうな...みんな勉強でキチッてる真っ最中じゃん",2.3,0.3
2786,"雨嫌い。リュックとフルートのケースが濡れる",0.6,-0.1
2787,"じわじわと嬉しさが溢れてくる。昨日いただいたDMがほんとに嬉しくて涙でそう。。さんに感謝",2.6,0.8
2788,"おはようございます呑み過ぎでしんどいです。",0.4,-0.4
2789,"ねー(。ᐪᐤᐪ。)♡♡可愛いよね!癒しだよ、癒し",2.1,0.5
2790,"ほんと。そこいいかもね!。そこにする??",0.5,0.0
2791,"おはよう。2日間楽しかったね。学校頑張ってね。いつてらっシャア～～い",0.9,0.2
2792,"あたし、ちぴろと同じくらい!。事前のやり直し忘れてた。もうテストどころじゃないわ",0.3,0.0
2793,"おはようございます。これでも見て。",0.5,0.2
2794,"うちは、今コンビニです上司もの50代のおばさんはうるさい時あるし、うるさい客もたまにいてめんどくさいときあります(・д・)チッっていつも思ってます。はい!ありがとうございます❤︎こんとやんさんも仕事頑張って下さい",1.0,0.0
2795,"うんっふぁいとです。けど今週は私ラジオ行けないんです",1.0,-0.3
2796,"な～ちゃん可愛いありがとうけいこちゃま",0.9,0.9
2797,"教習所への迎えの車で酔いすぎて教習所で嘔吐した",0.2,-0.2
2798,"ともさん♪おはようございます9月3日!今日はホームラン記念日(1977年巨人の王貞治選手が後楽園球場で通算756号ホームラン記録を塗り替えた対ヤクルト戦)今日も一日口角上げて!笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう",1.5,0.5
2799,"みやちゃんーらぶでしょー⊂((・x・))⊃笑",0.2,0.2
2800,"なんか気持ち悪い",0.0,0.0
2801,"ウ。゙ッ。わたしです...たぶん......(*‘ω‘。*)今日SVっていう偉い人に「榴ヶ岡に優秀な2人を紹介してくれてありがとう!」って言われたよ...だから泣かないで......君は優秀な変態だから.........",2.1,0.2
2802,"こちらは、の朝です。。もう少しで、休暇です。ゅっくり、ゅったり、でも、少しだけ、しっかり仕事します。",1.3,0.4
2803,"なんか体がだるい。嫌な予感がする、、、",1.5,-0.7
2804,"バイト行ってきます",0.3,0.3
2805,"ひーちゃんおはよう。小学校の奉仕作業なの〜?偉いなぁ。頑張ってね。気持ちいいね。今日もよろしくね(・∀・)",2.1,0.3
2806,"チョコミントさん♪おはようございます9月3日!今日はホームラン記念日(1977年巨人の王貞治選手が後楽園球場で通算756号ホームラン記録を塗り替えた対ヤクルト戦)今日も一日口角上げて!笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう",1.6,0.5
2807,"うちもバイト入れちゃって辛かった(;ω;)まだしょこは実習あるんだから、がんばりすぎて体調崩さないよにねお疲れさま☆",0.8,0.8
2808,"ありがとう無理したくないけどイライラし過ぎて疲れたっす",0.8,-0.8
2809,"何かをみつけたようです∞。雪大好きみたい...。抱っこすると、帰りたくないと怒ってる。",2.1,0.4
2810,"おはよう。クリスタルケイちゃんのLIVE行ってたね!安定の黒マスクにまたキャップだったよねぇニットも可愛いしクリちゃん羨ましすぎるわ!私もお祝いしてもらいたいww。映画行ってきたよポスターGETしてきたよ!ゆうちゃん、お熱がね",1.9,0.3
2811,"明日、大阪帰らないといけなくて辛くて泣いてる。去年の今頃、早く大阪行きたーい!とか言ってた自分をはっ倒したいわ",0.5,-0.1
2812,"しゃもじかわいい。ほんと癒しや。なんでこんなにかわいいの(親バカ)。",2.4,0.8
2813,"しゃんこさんありがとうございマンコW",0.2,0.2
2814,"絡み薄くなるのやだよ",0.5,-0.5
2815,"んねんね。!!。いろいろ語って、鈴がおすすめしてくれた人にいってみます。!!。応援して",1.4,0.4
2816,"おはようございます。キレイな朝焼けですね!寒いけど...",1.5,0.5
2817,"R6S糞すぎやからねる",0.9,-0.9
2818,"矢野とあそびたいよーーーうっ",0.3,0.3
2819,"カバーの曲は著作権とかいろいろあると思うので、お手製しています大変です笑",0.7,0.7
2820,"調べてないんだよ。。ホントのこと言うと勘だよね",0.8,0.0
2821,"こればかりは。経験。なんよなぁ。まだ若いんだし。今のうちによわら",0.7,0.0
2822,"おはよう(^o^)。は〜い、。今月もヨロティク(=゚ω゚)ノ",0.5,0.1
2823,"学校",0.1,0.1
2824,"やっぱこのアカウント使います。フォローしてきて。",0.9,0.4
2825,"みく絶対太ったで、重なった!て言われて計ったら2キロ肥えてたそんなしんごくん3キロ肥えてた2人とも痩せやなとにかく食べ過ぎ",0.5,0.2
2826,"お仕事終わり～今週は明日までお仕事だぁ",0.3,0.3
2827,"今日は病院。かなり早めに来てみたけど混んでる診察3分だし、薬だけ出してくれたらいいのにな。",0.8,-0.4
2828,"いいですね～。一緒に飲みに行ってみたいです",1.5,0.7
2829,"喜べ。いや、顔からして、ばばばばかっぽいよ......。任せた!!!。・:+°",0.5,0.1
2830,"おーっっ。仲直りできてよかったよかった!。ワーイ♪♪\(^ω^\)(。/^ω^)/♪♪ワーイ。いえいえ^ω^。うちはなんもしてないよ。仲直りののちゅーした?^ω^",2.5,0.1
2831,"たぁーにゃんさん~おはようございます。台風大丈夫でしたか?。台風後って蒸し暑いですよね...。第2問で正解しましょう!。もやし君が呼吸しやすいように穴開けると湿気にくくなるみたいです〜^。^。今日も笑顔で~よろしくお願いします",3.3,0.4
2832,"おはようございます。。私も寒すぎてヒートテック着てるので。越せる気がしません...。名鉄の朝は暖房つかないから。今から憂鬱です",2.4,-0.1
2833,"LINEぶっこわれ〜",0.0,0.0
2834,"危ない(笑)",0.8,-0.8
2835,"何日か連続して朝ごはん食べてなかったから今日食べたせいで胃が痛い。たべなければよかった",0.8,-0.2
2836,"どういたしまして(。*`ω。́)でも...こんなことしか言ってあげられなくてごめんよ",1.0,-0.1
2837,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
2838,"今日の正午頃には17°Cの予想って春か",0.3,0.3
2839,"うわわ!こんな時間寝なきゃ",0.5,0.2
2840,"寝れない寝れない",0.3,0.3
2841,"おはよドラマやるんだ。舌ったらず、誰かと思えば...私、結構好きだけれども...すずちゃんといい、ことごとく女の子の趣味合わないね。ww。ww。オヤジか(笑)",2.7,0.3
2842,"自分で払うんだからいいじゃねーかよ",0.0,0.0
2843,"おはよーございます。I2月もよろしくお願いします。今日も素敵な一日でありますように〜",2.2,0.7
2844,"極秘結婚ってあっちこっち言ってるけど、こんだけ騒いだら極秘でもなんでもない気がする。",0.1,0.1
2845,"あの自信はどっからくるんだろう面倒くさがりの頭の中調子いい感じになってますとりあえず、紙に書いて整理しなきゃ",0.8,0.8
2846,"山梨の人とそうじゃない人のツイートが違いすぎていろいろ心配になってきたwww。大学側はぜひ山から通ってる人のこと考慮してほしいですね。。冬になったらこんなことしょっちゅうありそう",1.1,0.0
2847,"白目でがんばる",0.9,0.9
2848,"ア゙ア゙ア゙ア゙ア゙どんどんおばさんになっていく",0.4,-0.4
2849,"ミショル起こして「素麺つくった!」って言ったら「ヤダぁあああああ!!!」って言われた。",1.2,-0.3
2850,"そっかまだ上尾にもこれないのか、、(笑)上尾でぜんぜん入れそうになかったから、ぼっちベローチェかましてるよ〜",0.6,-0.6
2851,"寝るしかねえ",0.5,0.5
2852,"あきら誕生日おめでとう月曜日に何か奢るね!",0.3,0.3
2853,"怖いわ...まだ、早過ぎない",0.1,0.0
2854,"うらやまいてきまあすଘ(。́。•ᴗ•`)੭✩",0.3,0.1
2855,"おはようございます～も、ものもらい...(。゚д。゚)なったことないので分からないのですが、毛抜き(ピンセット)で潰してしまいました...",0.5,0.1
2856,"目覚めーの、寝れないーの寝たいーの",0.2,0.2
2857,"マークシートなんで問の1と3は1番大きい数字を選んでおけばいいとして問2は財布にエコが答えですね(笑)。レアメタル欲しさにダイナマイトで山を吹っ飛ばして資源をほじくり返しているので100%環境破壊っす",0.7,0.3
2858,"ボックス席で加齢臭放つ人ほど苦手な人はいない。あ〜〜死ぬ〜〜",0.3,-0.1
2859,"早起き久々すぎて体調悪い",0.3,-0.3
2860,"雨多すぎ〜。おやすみ〜〜",0.1,0.0
2861,"AUショップかSoftBankショップで普通に買えるで",0.3,-0.3
2862,"しらさぎ座に行って初めて知りましたとにかく良かったです舞台上では松山でパチンコしてるとか?でした。皆様御自愛くださいませ",0.7,0.1
2863,"部活から帰ったら返信返すね",0.1,0.1
2864,"どうだろう。...。今年行くかもまだわからんのよね",0.5,0.0
2865,"えー今日は?",0.0,0.0
2866,"トミーさんおはようございます!。今日からまた学校です。しかも初日からテストです。頑張ってきます!!(。̆•ω•。̆。)",1.8,0.3
2867,"神社の裏のほうにいててびっくりでした。近付いても逃げませんでした。",0.8,0.1
2868,"ライトさん♪おはようございます9月3日!今日はホームラン記念日(1977年巨人の王貞治選手が後楽園球場で通算756号ホームラン記録を塗り替えた対ヤクルト戦)今日も一日口角上げて!笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう",1.7,0.5
2869,"結局全然寝れず(。́。•̥。̫。•̥。`。)。今週ほんまに寝れてない...。隈がひどすぎる",1.8,0.0
2870,"ありがとうございます。おかげさまでほぼ治りました～!「家でも職場でもマスク着用!」と嫁に言われてます。まだまだ寒い日が続きます。トリネコさんもお身体には気をつけてください(。ᴗᴗᴗ。)",2.9,0.4
2871,"みんなノラ猫見つけても追いかけちゃダメだよ!。そっと見守ってあげて!。追いかけた人は俺が追いかけるよ!",1.2,0.0
2872,"今リツイしたの大事なフォロワさんのだからよければリツイしてください",0.8,0.8
2873,"来なさい",0.0,0.0
2874,"昨日の大黒行きたかったなー",0.0,0.0
2875,"ケビンおはよう!화이팅(*^^*)",1.0,0.5
2876,"全然嬉しいです。今更になっちゃってごめんなさい。フォロバします!こちらこそです",1.9,0.4
2877,"しーくんこれないぐらいヒドイの?休んだことないのに。しーくんの友達たちしりゅうオタフクって。こんしゅうはムリだろって言ってたって。しーくん行きなよ。あー外科とくちの中は?歯医者?でも歯ぢゃぁないし。ねぇお母さんいるの?しーくんリプ",4.3,-0.2
2878,"エキセントリックな",0.1,0.1
2879,"あ〜〜〜ん。ママーー。ばぶぶ",0.2,0.0
2880,"ほんとに、たぶん後一週間くらいヘルペス闘病ツイート続くとおもうけど許してね笑",0.5,0.5
2881,"毎年恒例の川掃除",0.9,0.9
2882,"まゆゆおはゆっ頑張って下さい",0.0,0.0
2883,"お外風強すぎー(>_<)。寒いよぉ",0.7,0.3
2884,"いや、たける食べに来てもくりちゃん他に浮気してほとんどシフト入ってないやんか",0.6,0.6
2885,"さてお仕事お仕事",0.5,0.5
2886,"先に行って待ってるね",0.3,0.3
2887,"テスト期間は心も身体もダメにするものだとおもう",0.2,-0.2
2888,"ココアちゃんおはよう台風の東側は酷いらしいんで不安です今日も宜しくね〜(๑ت๑)ノ",0.6,-0.6
2889,"今日覚えとけよ",0.6,0.6
2890,"ぐっちおはよう。流石に無理だわ",0.7,-0.2
2891,"1971とAPのコンビプレーなう。。BPPがまたレギュラーメニューから無くなったなぜだー",1.2,-0.1
2892,"本当はAirMaxを探してたけど田舎やから欲しいカラーに巡りあえず...。でもマイブーム中の赤カラーを見つけて迷いに迷ってGet。さっそく土曜日履いて行こっと〜♫。。。",1.8,0.4
2893,"雨はほとんど降ってないが風がやばいわね",0.0,0.0
2894,"5落ちの気分だったのに8落ちかよ。",0.8,-0.8
2895,"おは水です!。月曜日のカンパネラーの撮影風景、めちゃくちゃ楽しかったな〜。次はいつかな〜。",1.7,0.5
2896,"真似っ子だけ得意だった(^▽−)−☆。来月だねー横浜ー♡飛行機バッチリ?",1.3,0.6
2897,"のーねんちゃん。の。甘噛み。のパロディーだね。",0.6,0.1
2898,"無言フォローでごめんなさい。フォローこまうぉです。よろしくお願いします",1.7,0.1
2899,"そうなんです。いろんな分野の方が自由に集まって、能天気な夢のパラダイスができたら、、と思っています。お客様で来られた方がイベントでスタッフになったりして、立場と関係なくお祭りをしていますよ。機会があって遊びに来られるときは、ご連絡くださいね",1.8,0.4
2900,"温泉で目をつぶってたら顔にカマキリのせられる夢を見てパニクって起きた",0.4,0.4
2901,"懐かしいwプラレールおはようございます。台風、大丈夫だったかな?",0.9,0.4
2902,"ミーティングからの帰宅。話し合いはとても大事",0.3,0.1
2903,"また青とメメメ最初から見れんかった。",0.0,0.0
2904,"“。本アカでディズニーのこと喋ると引かれそうだからこっちでTweetするけどほんとカップケーキ野郎のブログ見たらディズニー帰りたくなった〜もはやディズニーに家族で移住したい”。誰がカップケーキ野郎だ",0.7,-0.1
2905,"かわのさん大丈夫なの...",0.2,0.2
2906,"料金見直し無料相談開催中。毎月速度制限になってイライラする。毎月の料金が高く感じる。料金明細に謎の項目がいっぱいある。一つでも該当する方は、至急当店へご相談下さい。見直しのプロが最適なご提案をさせて頂きます。。",3.2,0.0
2907,"俺は家で一人鍋なう笑(。̄▽。̄)。飯があるって言ってたから、帰ったのにまさか鍋とは",0.6,0.1
2908,"ばり怖やない?。こんなん夜中におったら絶対怖いやつやん(。*_*。)",0.7,-0.1
2909,"はーーーきーーそーーうー。体が学校行きたくないなって言ってるよ?ねえ?",1.5,-0.3
2910,"お、お盆かな...",0.4,0.4
2911,"野村證券ってどこだよ。なにそれまじ!。一緒の人教えて",0.7,-0.2
2912,"タトゥーの何が悪いのか1ミリもわからない",0.8,-0.8
2913,"インスタのコメント表示がスムーズじゃない、ここ数日",0.4,0.4
2914,"JR神戸線。死んでるので、阪神神戸線で迂回。そして、阪神も西宮〜尼崎間不通の為、阪神芦屋から阪急芦屋川まで徒歩で。。。。。そして、阪急西宮北口はカオスなくらいの超満員。JR組と阪神組流れてるからなぁ。。。。。。",1.0,0.0
2915,"身在福中不知福",0.2,0.2
2916,"起きてー。朝なのよー",0.2,0.1
2917,"おはようございます。V系の朝は早い",0.4,0.2
2918,"餃子はいいラーメンに入れても美味",0.9,0.9
2919,"はやく26日になんねーかな",0.5,-0.5
2920,"おはようございます!。",0.0,0.0
2921,"1.5。2.5いっぱい楽しめますね。",0.4,0.2
2922,"寒いねー",0.2,-0.2
2923,"びっくらこんの塩こんぶだよ!!!。右綴じと左綴じ見間違えたそうなwwなおしてくれるって!。当日会場に直接搬入にしてるからまたドキドキ・・ww",1.2,0.4
2924,"私も大さんせー(o^。O^)/私も可能な限り頑張りたい。ただ休みが取れない等々無理なのは逆立ちしても無理(←息子はよく分かっているけどねあ、逆立ち出来ないことじゃなく休みが取れない事を)",1.4,0.4
2925,"やばいよね♡♡♡めっちゃ叫んだ。バンダナもしちゃってた。ちょいエロだね",1.5,0.5
2926,"帯状疱疹で苦しむ息子。息子「何を食べたら治るの?」。私「そんなの無いよ、日頃の食生活が大事なんじゃない?」。私「あっ!バナナは免疫力上げるって前テレビで見た」←適当。息子「バナナかよ」←バナナ嫌い。翌朝。息子「ゆったりしたシャツとバナナ買ってきて」。そんなあなたが愛おしい",3.5,0.0
2927,"九州!お友達で確認この土曜日からは北陸へさらに来週金からは、海の上かも・・・。RT。。何処へ?。RT。。9時間の移動",1.1,0.0
2928,"ねえお世辞",0.5,-0.5
2929,"“。。おかえり。良い空気こそが成功の秘訣。最高のビジネスを伝えないとかいじわる!!。LSβは簡単です!”",1.6,0.3
2930,"低気圧に押しつぶされそうです.........",0.3,0.3
2931,"あ!意外と有名なのねこの方!時代おくれた(笑)",1.4,0.4
2932,"はぁー、めっちゃ久しぶりにイライラした。愚痴りたい愚痴りたい",1.3,-0.2
2933,"笑と笑える間違えたぜ緑ぢゃなくてミルクティーだよ",0.5,0.5
2934,"今日はヤバイぞ。気持ち悪いぞ。仕事来ちゃったぞ",1.3,0.4
2935,"コロリンちゃん、おはよー(╹◡╹)。寒いよね〜〜",0.3,0.1
2936,"今日金曜か。がんばるぞ～",0.9,0.4
2937,"ちゃんと周りの事考えて発言しよ",0.0,0.0
2938,"8.3ー22なか抜けもあまり取れず、前日も23までだったので眠れてない。。さとこ意気消沈なう...",0.6,0.0
2939,"スヒョンさん冷蔵庫?円形のは、凄くなんか、落ち着く感じとインテリアとして私は、好きなかんじズレてるもしかしてわたしまっ、いいかズレてるのは、いつもだから",1.0,0.4
2940,"_|。̄|○土日ファイトー",0.2,0.0
2941,"あれ?ズレてるみたいですw。昨日ジェムでした",0.5,-0.1
2942,"寝ただけ、寝ただけ(>_<)。朝になったら返信くるかな",0.2,0.0
2943,"正月明けはゼビオ杯に参加。春から選手たちが増えて来たのでU9、U10A・B、U11、U12の5カテゴリーで出場し、U9とU12が仲良く3位という結果でした。U9は初の県の大会で、フットサルもぶっつけ本番のわりには準決勝まで進み、惜しくもPK負け、選手たちの悔し涙は、これからの成長につながれば。",0.8,0.0
2944,"今日行けば三連休だ〜夜会社の飲み会あるけどイキタクナイ",0.1,0.1
2945,"おはようございます。今日から息子は学校。元気に登校しました頑張れ。わたしは、雨のせいで。久しぶりに激しい頭痛です。吐きそう。いつもとは違う部分の痛み。薬飲んだし早く治って。あたしの休みも今日まで!。明日から仕事頑張ります",3.9,0.3
2946,"まだぁ(;ε。;)フン。時間未定やってさぁ...いっつもやね。RT。。。まだ、できないの?",1.2,0.0
2947,"なにそれうち知らないぞ",0.1,0.1
2948,"野球は勝つか負けるか。どちらか巨人毎回負けるたびに。ファンが秋葉原にいる。負けてもきれずに応援するのが。本当にそのチームを愛してる。しょうこグループLINEに。しつてんされるたびに。ぐじるLINEがくるから。そのグループからぬけました。なぜなら見ててきぶんよくないからです",2.9,0.1
2949,"トラック。めちゃくちゃ酔うんだけど",0.1,0.0
2950,"子を想う親の心にジーーーン",0.5,0.5
2951,"全開落ちました(T_T)4回も受けたのに...そのうち3回は87点おまけしてくれてもいーのに",1.3,-0.6
2952,"ありえない!しかも、自分はしてないのかよ!人のアカウント借りてまでなにしてんだ",0.8,-0.1
2953,"山宮れな◎スライムガールズおやすみっ",0.4,0.4
2954,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
2955,"朝から頭痛と吐き気ヤバいんだけど気圧のせいか......仕方ないな......",0.6,0.0
2956,"五種類そんなあれてるのぉ??まきが、べろーーんってしたくなるいつものお肌ぢゃなくなってるのね。。。お大事にぃ。。てかストレス発散しよ!!!ぱぁーーーっとしよ",2.3,0.4
2957,"出勤時間遅くはなったけど、その分混み具合がひどい。おはようごぜいます",1.1,-0.3
2958,"きこりをなんだと思ってるんですか!!!",0.0,0.0
2959,"なんでわたしが死にたいって思わなんと?おまえが死ねばよくない?プンプン",0.6,-0.1
2960,"今年も自担を愛でていこうね横アリ行ってきたけどジャニーズWEST最高だった、知ってたけど、最高だった。のんちゃんかわいかったわたし横アリで終わりだからがっちゃんの広島レポたのしみにしてる",1.4,0.7
2961,"本当やっっばいから見て...チャーリーさんの夜の部の朗読劇ラストだったかな?がやばいもうぎっちゃんがチャーリー沼にいる理由がわかったみたいな。わかる〜〜!ぎっちゃん一緒に行きたいな。ぎえーー!!!嬉しすぎてハゲが進みそう...。偉い!私偉い!Twitterさん文字数をく",3.1,0.3
2962,"あと5分",0.3,0.3
2963,"まさきくんお疲れ様です!3WAG物販の横にいたしまさきくんの横にもいたけど結局話せずでした。スタトラとの人身売買のくだりなかなかツボです(爆笑)。ワンマンチケも買う予定やったのにいもってしまいました。でも行くので楽しみにしてます!!",2.3,0.4
2964,"普通に風邪ひいたよ。熱あるし。やられたなぁ",0.9,-0.1
2965,"by。まお。うゆきです",0.3,0.1
2966,"おもろいでぇ。絆あきた",1.2,0.3
2967,"絶対好かれる本当裕翔りんみたいな人転がってないかな～(笑)。私は...大阪名古屋福岡横浜は良く行くよ後は予定によるけど",1.6,0.5
2968,"5時くらいから爆睡しとった。それにしても試合で子どもたち勝たせきらんくて悔しくて久しぶりに泣いたな。。。。応援禁止って言われたけど、監督が側におるだけじゃ小学生には不安やろ...",1.0,0.2
2969,"きんちょーしちゃうね!。色々やってみてるんだけど、直らないよ。。。。フォロワーさんのは表示されるから大丈夫なんだけど、フォーローしてない人からのリプに気付かないから。。。無視してるみたいになってる",2.8,-0.3
2970,"なんで??過去の事を掘り起こして、私の事を責めるの????今現在は、彼の事は好きじゃないです。。連絡も去年の7月頃から取っていなかったはず、、、",1.9,0.0
2971,"この前のメンバーと約束したのは延期になった30日は専門の友達と今の時期空いてるんだね、良かった(^^)",0.4,0.4
2972,"そうですね!!!。17日待ち遠し",0.1,0.0
2973,"你咁鍾意洗啊na我就同你慢慢挽。",0.6,-0.6
2974,"おかえりなさい。今年も朝から健康的な生活で良いですね",0.9,0.4
2975,"ちょっと足痛い。でももうすぐ列動くみたいだから頑張るー",0.7,0.0
2976,"1歳の誕生日おめでとうございます。プップを枕にしていたなんて衝撃的な出会いだったんですね",0.9,0.4
2977,"250周回位してるんですが、うちにも未実装らしいです",0.1,0.1
2978,"GarageBandむずい〜。ちかやくんに電話で聞いてたけど。理解力悪すぎて切れられた♩。怖くなかった笑。タイムリミットは明日の朝。。頑張ります(;_;)♡",2.7,0.0
2979,"残念...はずれです。8/28(火)まで一投稿に付き一回チャレンジできるよ。マックフルーリー。白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね。",2.5,-0.1
2980,"通常運転より遅延の方が多いです。田園都市線",1.0,-0.2
2981,"けんてぃーおはよう(。ᐢ。̇꒳。̇ᐢ。)!。昨日はゲーム枠お疲れさまです◎。お腹痛くなるくらい笑った。楽しい時間をありがとう✩*॰。̮̈。今日は平日ラストです。でも明日も出勤なのでもう気合いでがんばりマス。けんてぃーもふぁいてぃん⚑*゚。では行ってきます～!",4.4,0.4
2982,"もぉーほんまむかくつー。なんでおっても意味ないやつが。おるねん!。なんでしゃべんねん。うるさいから黙ってけ",1.7,-0.2
2983,"来て欲しかったけど、しょうがない",0.1,-0.1
2984,"おはようございます。今日は冷えますね",0.5,0.2
2985,"日本史の授業。眠くてボーとしてたら、いきなり先生にさされた。それにも対応出来てなくて、簡単なミスをしてしまった",1.2,0.0
2986,"読売確認したけど潤くん居なかったよ",0.5,-0.5
2987,"やっとフィッシャーズに会えるのに、台風の影響で電車が運転見合わせ...。始まるまでには着けるといいんやけど...",1.0,0.5
2988,"わかった!!みくのTwitterの名前わからんで探せんやったんよ",0.6,-0.1
2989,"職場の方に頂いたシャンシャン可愛い～。",0.9,0.9
2990,"さとしおぃ、なぜリツイートするなぜなんだこれ以上俺をかなしませんなゃ(。́дq)",0.7,-0.2
2991,"なぜ私の家はテレ朝が見れないのでしょうか。Mステー(T。^。T)",1.1,-0.1
2992,"そう!夏じゃなくて良かった、、笑。それよく言われるけどやっぱり。言葉じゃ説明できないものなんだね。え!そんなに!白目ってやばい!!笑。でも痛めた分かわいいよね〜ヽ(*。́∀`*)ノ",4.0,0.1
2993,"うそー。無理矢理でも誘えしー",0.3,0.1
2994,"頭良いって言われたの小学生以来......しゅごい......。ねー!今回の大型もまさかのよそ様のモンスだったからね～過去モンス頼む～～～!。空に逃げてるだけだからさ!馬鹿と煙は高いとこ行きたがるのよ、そういうものよ。",1.2,0.0
2995,"ああっ寒い(;_;)。車の雪下ろしで断念っ。明日雪ダルマ作ろ☆。試験の結果が郵送でくるはずなんだけどまだ来ない。もしかして明日かな、、。バイトの準備しよ(/。_。;。)",2.0,-0.1
2996,"返事くれてたのねありがとう。何だかスマホの調子が悪くて、今見たわ。",1.4,0.0
2997,"早いですね頑張りましょうΨ(。̄∇。̄)Ψ",1.3,0.4
2998,"おはよう。行ってらっしゃい",0.1,0.0
2999,"のんこちゃん♡。。Birthday。。そして!!。サンニブ店員1yearおめでとうございます。めっちゃおしゃれで明るいのんこちゃん!憧れです。これからも応援してます。大好きです。",4.4,0.4
3000,"GENEにそういう辛い思い。してほしくない",0.6,-0.3
3001,"学年飲み高っ",0.4,0.4
3002,"おはよぅ健康第一だね",0.7,0.7
3003,"アプリの調子が悪くて。さとらじ聴けんかった",1.0,-0.1
3004,"ぷり",0.0,0.0
3005,"4sすごいみんなに馬鹿にされるよwwwwwwwww",0.2,0.2
3006,"はじめまして!かねがわです!かっこいい鶴丸でしたのでふぁぼりつさせていただきました。誤反応ではないのでぜひよろしくお願いします!",2.5,0.6
3007,"さとはるchanおはよう。寒くなってきましたね...。まつたけは、流行の先端を行く男なので、風邪ひいてます。土曜日までには、治さないと。さとはるは、風邪ひかないように充分気を付けてね",2.2,0.0
3008,"これは伝説にしたらあかんやつですよw。伝説になったら、リツイートしますねw←。リアルに副業したい勢いです。副業までしちゃうと今度はイベント行けなくなっちゃうかもなんで難しいとこです。けいさんはいつ行くんですかー??",2.8,0.1
3009,"ダッチT。Tが始まって5日目。僕の現状は7位と8位を行き来してるようです。CALEX。MOTOR。FATという卑怯者と競り合ってます。別名、でぶモーター。国籍は不明ですが、どうもアメリカ東部かな?。コヤツとも長い付き合いになりました。69debの次に嫌いです",2.8,0.0
3010,"喉痛くなった",0.4,-0.4
3011,"マーブルくん。束の間の息抜きタイム",0.7,0.3
3012,"急な豪雨の影響でガオラが一時映らなくなった。兵庫県の皆さん、いかがですか?",1.1,-0.2
3013,"この人考えながら今日も頑張る。",0.8,0.8
3014,"おはようございます。たくんどりって?。無視しないとか冷たくしないとか、そういう意味ですか?",1.0,-0.1
3015,"ゆぅゆぅさん。おはようございます(*^ω^)ノ。おはありです(*^^*ゞ。天谷も老けるのはまだ早いですからね～梵や廣瀬も頑張れ!(。̄Д。̄)ノ。オウッ。本日も宜しくお願いします*(^o^)/*",2.7,0.3
3016,"とうとう無料ガチャから。普通なら喜ぶべきだけど、。逆に嫌な予感しかしない。そして君はもういらない",1.5,-0.2
3017,"萩花ちゃーん。そろそろDM返そうか。ゆうたくんのお顔がだんだん。こんなんになるよ〜",0.4,0.1
3018,"ただいま〜。ん〜〜お腹に何かいるかもね(笑)",0.2,0.1
3019,"な、ん、だ、とずるい",0.2,-0.2
3020,"ベイスターズ、マシンガン打線復活!。気分良すぎて、飲みすぎた～。21時大丈夫か?",0.6,-0.1
