"idx","sentence","magnitude","score"
2328,"終バス逃すレベルなのか",0.0,0.0
2329,"おはもーにん。",0.1,0.1
2329,"初陣がんばってね!",0.5,0.5
2330,"誰かいませんかつじ枠。",0.2,-0.2
2331,"おーー。",0.1,0.1
2331,"ありがとうございます。",0.2,0.2
2331,"感謝!!",0.8,0.8
2332,"田園都市線のこの進み具合...",0.6,0.6
2332,"遅刻かな",0.0,0.0
2333,"5/10またディズニーでもこれ29日からだから見れない。",0.9,-0.9
2334,"おはよう〜(^○^)。",0.1,0.1
2334,"ススメバチー〜。",0.0,0.0
2334,"うわー!",0.1,0.1
2334,"全部駆除してもらわないとね!",0.9,-0.9
2335,"ありがとはるなよ今日は12時から。",0.0,0.0
2335,"なんか暑いの。",0.0,0.0
2335,"薬飲んだんやけどなあ",0.2,0.2
2336,"高速使えない",0.8,-0.8
2337,"ゆきーーーーーーーーー!!!!!!!!!!!!",0.0,0.0
2337,"我はショックすぎるよ。",0.7,-0.7
2337,"絶対行こうねはぁ、とりあえず、アメトーークなう。",0.3,0.3
2338,"ちなみにかしわぴって文字が多いからかしぴって呼んでる(どうでもいい)",0.2,0.2
2339,"角田さんとパーティー会場の下見に来てます箱がなかなか見つかりません...。",0.2,-0.2
2340,"21時〜って言っときながら、この時間になっても、平気で人を待たせるって...",0.9,-0.9
2340,"演出さまさまだよ...。",0.0,0.0
2340,"最初からその時間にしなきゃよかったのにはぁー",0.4,-0.4
2341,"これは前からあるよね?",0.1,-0.1
2341,"尚さらこれの使い道は怒り心頭なんだね。",0.8,-0.8
2342,"細い道で歩車分離とかスクランブルとかやるの、ホント嫌がらせでしかない。。",0.9,-0.9
2343,"カエリマショ",0.0,0.0
2344,"é¬¼www",0.0,0.0
2345,"お嬢様すぎかよ",0.1,-0.1
2346,"電車の中ね!",0.3,0.3
2346,"さすがに外暑かったらヤバイ",0.7,0.7
2347,"今年はもしかしたら台湾のわっともさんに会えるかもしれない...!。",0.8,0.8
2347,"その前に中国語少し話せるようになりたいな",0.6,0.6
2348,"おはひーちゃん!!。",0.2,0.2
2348,"私もとても寂しくて、スタァライトロスを発症しております。",0.7,0.7
2348,"私も仕事という迷宮に向かいます。",0.2,0.2
2348,"大学ファイトです",0.3,0.3
2349,"サイクルトレンドってそんなに何かあるの?",0.7,-0.7
2349,"開場10時だよ?",0.0,0.0
2350,"あーむかつく",0.0,0.0
2351,"我拿spoon打到你愿意睡",0.1,0.1
2352,"初日からダッシュつかれた",0.1,0.1
2353,"うわ今日小テストあるじゃん",0.3,-0.3
2354,"ほんと、それな・・・",0.0,0.0
2355,"ラーメン食べたい",0.3,0.3
2356,"朝から怒られもつ最悪のスタート金曜日なんに喜べないし明日も学校やしもうなんなん。",0.9,-0.9
2356,"いやや〜くそくそバスカードチャージせんとお金はいってない(白目)",0.3,-0.3
2357,"風強すぎな。",0.2,-0.2
2357,"明日暴風警報でんのかな?",0.1,0.1
2358,"すみませんよくわかりません",0.8,-0.8
2359,"きゃ♡呼び捨て照れた♡♡♡。",0.1,0.1
2359,"ねえ〜こんどあそぼ",0.2,-0.2
2360,"やっぱ彰吾アニキは器がちげーよ。“。",0.0,0.0
2360,"ダーツ初大会、初優勝。",0.6,0.6
2360,"賞金あざーす!。",0.0,0.0
2360,"これがダーツよ。。",0.5,0.5
2360,"ちょー楽しい。。",0.9,0.9
2360,"ちょー自慢したい。。",0.1,0.1
2360,"みんな雑誌のるけんチェックしてみてね♡笑。",0.5,0.5
2361,"ほんとそれですわ...。",0.2,-0.2
2361,"レートとかどうでもいいとか言っときながら、マスター終わりにこだわってました",0.6,0.6
2362,"んーー、おもろない",0.3,0.3
2363,"卒業式の次の日ですか。",0.1,-0.1
2363,"これ以上は取れません。",0.4,0.4
2363,"たなってぃー頭いいやん!",0.7,0.7
2363,"笑",0.2,0.2
2364,"おはようございます今朝は雨降りです今日はお休みで1日よろしくお願いします(^-^)/昨日と変わりませんが黒美は朝ここにいます。",0.7,0.7
2365,"おはよ～ございます。",0.5,0.5
2365,"今日は天候が悪い。",0.1,0.1
2365,"テテ眺めて、気持ちだけでも晴々に。",0.8,0.8
2365,"今日も1日頑張っていこ～。",0.5,0.5
2366,"久しぶりの電車でスマホいじってたらめっちゃ吐きそう",0.4,0.4
2367,"祐一は、ダメージ受けるとその傷から焔を吹き出してるのでそういうのは欲しい",0.5,0.5
2368,"ののちゃんのアンケート結果がまた50。",0.3,-0.3
2368,"50。",0.0,0.0
2368,"だ。",0.1,0.1
2368,"再再アンケートするのかな。",0.3,0.3
2369,"乾いてきた",0.1,0.1
2370,"""。",0.0,0.0
2370,"ドゥフ!""""。",0.0,0.0
2370,"チューナー買えば4000で済んだけど8万になってしまった“。",0.3,0.3
2370,"まだ買ってないけどね!""""。",0.0,0.0
2370,"やっとテレビ買ったけどね。""""”""""""",0.2,-0.2
2371,"えっ??",0.3,-0.3
2371,"えっ??。",0.3,-0.3
2371,"なんか凄い丸く見えるんですけど...。",0.6,0.6
2371,"お餅みたい♡それがまた可愛く見えますね♡",0.9,0.9
2372,"まだまだですよーナナちゃんにもられるしwww。",0.6,0.6
2372,"ゆっくりゆったり仲良くなれれば良いかなぁと...。",0.9,0.9
2373,"皆さんのおかげで出場出来ること、引きこもり運動音痴でもやれないことはないということ、忘れずに頑張りたいと思いまーす♪。",0.9,0.9
2373,"天気良くてよかったー",0.6,0.6
2374,"プロ提督にはとてもなれそうもないよ。",0.3,-0.3
2374,"RT。“。【",0.0,0.0
2374,"艦これ】メンテなど関係ない!",0.6,-0.6
2374,"あ号は午前中に!",0.1,0.1
2374,"ろ号も今日中に!。",0.0,0.0
2375,"見てくればいいんじゃな〜い",0.2,0.2
2376,"ちひたん。",0.1,0.1
2376,"・。゚",0.1,0.1
2376,"・(ノД`)・。゚",0.1,0.1
2376,"・。",0.1,0.1
2376,"ごめん一緒に行く子もう決まっちゃったの(;_;)",0.4,-0.4
2377,"フォローありがとうございます!。",0.2,0.2
2377,"よろしくお願いします",0.8,0.8
2378,"え、似合っとる金髪やよたんに会いたかった",0.5,0.5
2379,"とぼけんなよ",0.1,0.1
2380,"彩ちゃんの歌声でこの歌は卑怯だよなぁ...",0.6,-0.6
2381,"俺飲んだら吐くかも",0.6,0.6
2382,"うん、にあちゃん。",0.2,0.2
2382,"ありがとう。",0.4,0.4
2382,"今、手元にしっかりあるから。",0.3,0.3
2382,"もう私のものさ。",0.0,0.0
2382,"逃げないものね",0.0,0.0
2383,"寛大な片桐さんに感謝です(♡。́౪",0.9,0.9
2383,"`♡)。",0.1,0.1
2383,"活動時間の関係上短編ものに食いつきます!",0.5,0.5
2383,"あとは個人的に茶番シナリオ好物です!。",0.9,0.9
2383,"遊べるシステムまとめてみたのですが、長文になってしまったのでDMにしました。",0.9,0.9
2383,"お時間ある時にチラ見宜しくお願いいたします",0.8,0.8
2384,"最悪ヤーン。",0.8,-0.8
2384,"Good。",0.8,0.8
2384,"morningღ。",0.3,0.3
2384,"短い冬休みが終わっちゃったな。",0.1,-0.1
2384,"今日から学校じゃん",0.2,-0.2
2385,"最北端でございます。",0.6,0.6
2385,"暇な人いますか。",0.3,0.3
2385,"DMでも来たらどうです?",0.2,-0.2
2385,"って。",0.1,0.1
2385,"パタリそう",0.1,0.1
2386,"ぴんくろさん、。",0.0,0.0
2386,"おはようございます。",0.2,0.2
2386,"こちらは、けっこう。",0.4,0.4
2386,"吹き荒れましたよー。",0.3,0.3
2386,"娘のバイクが倒れて。",0.1,0.1
2386,"ボディが破損してました。",0.7,-0.7
2386,"各方面での被害が、少ない事を。",0.4,-0.4
2386,"祈るばかりです。。",0.3,-0.3
2386,"今日も張り切ってお仕事頑張ってきます",0.7,0.7
2387,"そんなことないない",0.1,-0.1
2388,"筋肉痛が始まった",0.4,0.4
2389,"嘘ちゃうし〜。",0.0,0.0
2389,"テレポーテーションするわ。",0.0,0.0
2389,"みなとの居場所おしえて?",0.1,0.1
2389,"われ",0.0,0.0
2390,"眠たぃぃぃぃ無理",0.5,-0.5
2391,"帰宅ー。",0.1,0.1
2391,"信無視したらちょうどポリおった笑。",0.2,-0.2
2391,"焦って逃げたしびっくりした",0.3,0.3
2392,"iPhoneのOSバージョンアップさせたけどせっかく入れたアプリ消されたりしてどうも馴染めないなぁ。",0.6,-0.6
2392,"ツイッターでフォローしてる人のアイコン見えなくなってるし。",0.7,-0.7
2393,"みとちゃん。",0.3,0.3
2393,"こんばんは。",0.0,0.0
2393,"朝のご挨拶が...",0.1,-0.1
2393,"今頃で。",0.1,0.1
2393,"m(*-。-*)m。",0.4,-0.4
2393,"今日もさぶかった。",0.1,0.1
2393,"明日もヨロシク(^-^)/。",0.8,0.8
2393,"です",0.1,0.1
2394,"岩国から交通規制の為、中国道に迂回。。",0.0,0.0
2394,"宮島SAには行かないと判明...。",0.7,-0.7
2394,"ちょっぴり残念",0.0,0.0
2395,"え(;_;)そんなの悲しすぎる...",0.6,-0.6
2395,"えりがいなかったら私はどうすればいいの愛に飢えて死んじゃう泣「私にTwitterをやめるという考えはない」って言うてたやん〜♡!!",0.6,0.6
2396,"高校3年0学期という名の2年3学期頑張ろう",0.9,0.9
2397,"結局ラストまでだった～。",0.2,0.2
2397,"仕事今週ほとんどすぎて全然遊んでない。",0.8,-0.8
2398,"おはよう!。",0.1,0.1
2398,"え、ザザちゃん待って。",0.4,0.4
2398,"ソウルコン行くの!?",0.0,0.0
2398,"今、韓国!?。",0.0,0.0
2398,"すごーいっ大画面ジミンちゃんやば。",0.2,0.2
2398,"飛行機飛んで良かったね!!。",0.3,0.3
2398,"楽しんできてねレポ待ってるーー!",0.8,0.8
2399,"んん!?",0.0,0.0
2399,"もう夏休みなん?",0.3,-0.3
2399,"今週行ったら夏休み?",0.1,-0.1
2399,"早いなあ~今時の夏休みは...。",0.0,0.0
2399,"昔はもっと末じゃなかった?",0.0,0.0
2399,"そんな事ないっけ?",0.4,-0.4
2399,"忘れた(笑)",0.5,0.5
2400,"昨日届いたらしいんだけど、お店で二時間待たされたよ",0.6,-0.6
2401,"明日終わればもう交流戦かぁー",0.6,0.6
2402,"ジェジュンおはよう!",0.1,0.1
2402,"蒸し暑い毎日が続くから、体調に気を付けて過ごしてね(>_<)ジェジュンの健康を願う毎日です。",0.6,0.6
2402,"今日も元気に笑顔で過ごせますように",0.9,0.9
2403,"あと一駅〜!",0.2,0.2
2403,"のあとの数十秒が〜最も危険で最も不思議",0.7,-0.7
2404,"今日は。",0.0,0.0
2404,"生理初日。",0.0,0.0
2404,"日で。",0.1,0.1
2404,"お仕事おやすみ。",0.2,0.2
2404,"なんか嬉しい",0.8,0.8
2405,"なぬっ!?",0.0,0.0
2405,"笑",0.2,0.2
2406,"気長に待ってみる!。",0.8,0.8
2406,"焦らず待ってみる!。",0.9,0.9
2406,"信じて待ってみる!。",0.8,0.8
2406,"出来るかな～",0.4,0.4
2407,"今日ね、今帰ってきてない教科全部赤点で、先生に呼ばれた夢を見た。",0.1,-0.1
2407,"あやの氏、赤点なのに思ってたより良かったですとか言ってた。",0.5,0.5
2408,"おはよう、のぼちゃん!。",0.0,0.0
2408,"新年会楽しかったのぼちゃんの観察力はほんと尊敬する!",0.7,0.7
2408,"よーく見てるね(。̮̈。)!",0.2,0.2
2408,"色々と不安だし張り裂けそうになるけど頑張るね♡就職前に「合言葉」きかせてね?",0.6,0.6
2409,"しゅわーしゅわー氷のダイヤに濡れながらそっと小さな(fofoo!)",0.4,0.4
2409,"泡を(fofoo!)",0.1,0.1
2409,"弾ませてる(わーくわーく)気持ちが溢れて不思議ととてもドキドキで甘くなるのしゅーわしゅーわ!",0.9,0.9
2409,"どりーどりーみー!",0.1,0.1
2409,"イェイ!",0.3,0.3
2410,"おはようございます(*^_^*)。",0.0,0.0
2410,"録画完了です。",0.4,0.4
2410,"新曲楽しみ。",0.8,0.8
2410,"行ってきまーす。",0.0,0.0
2411,"なんかめっちゃ楽しかった時期。",0.8,0.8
2411,"年々若さ吸い取られていく〜。。",0.4,0.4
2411,"クラブ?",0.0,0.0
2411,"むりむり。。",0.1,0.1
2411,"プリクラ?",0.0,0.0
2411,"むずいむずい。。",0.1,0.1
2411,"まじどんどん老いていく実感。",0.9,0.9
2411,"体交換しよー。",0.2,0.2
2412,"3人とも変わり者だな〜笑。",0.3,0.3
2412,"バイバイ言っただけで。",0.2,-0.2
2412,"きゃーなんて羨ましい(;_;)笑。",0.0,0.0
2412,"まちょずるいっ笑。",0.2,0.2
2412,"明日で引かれない事を願う!",0.6,-0.6
2412,"笑",0.2,0.2
2413,"うちも!",0.1,0.1
2413,"なんか話してたらすっごい行きたくなったーーっ!",0.8,0.8
2414,"夏休み会うべきやろ。!",0.7,0.7
2415,"もーまぢでなんでこんな雨なん?",0.3,-0.3
2416,"Cさんいい感じでしたね。",0.8,0.8
2416,"ガッチリディフェンスして確実にフェーズ上げ。",0.2,0.2
2416,"女性G拡大",0.1,0.1
2417,"自分に甘いから寝ちゃった",0.1,-0.1
2418,"どっちよ",0.0,0.0
2419,"(笑)。",0.1,0.1
2419,"申し訳ないなんて～。",0.1,0.1
2419,"大丈夫だよ!。",0.5,0.5
2419,"共産党のほうで君たちは。",0.4,0.4
2419,"お断りだよ",0.4,-0.4
2420,"サンダー、観戦を希望するリル・ウェインにチケットが必要と伝える。-。",0.5,0.5
2420,"ニュース。-。",0.0,0.0
2420,"NBA日本語公式サイト。",0.0,0.0
2421,"昨日が最後の予定が、今日がホントのホントの最後になりました(笑)。",0.5,0.5
2421,"ので、またお力をお借りできればと...(",0.5,0.5
2421,"苦笑)。",0.1,0.1
2421,"こんなお願いしちゃって、迷惑ですよね、すみません",0.8,-0.8
2422,"あきとくんおはよう。",0.2,0.2
2422,"ラジオの収録頑張ってね!!!。",0.3,0.3
2422,"わたしもこれから仕事。",0.5,0.5
2422,"行ってきまーす\(。̇꒳",0.0,0.0
2422,"。̇。)",0.1,0.1
2422,"/。",0.1,0.1
2422,"一日頑張ろうね。",0.8,0.8
2422,"ぱわあ〜〜〜",0.1,0.1
2423,"くっそねみ",0.0,0.0
2424,"太りすぎて体重乗るのが怖いです。",0.1,0.1
2424,"おはようございます。",0.2,0.2
2424,"1回食べちゃうとリミッター外れて。",0.2,-0.2
2424,"過食モンスターになって。",0.0,0.0
2424,"ダイエットのやる気無くなるの。",0.5,-0.5
2424,"どうにかしたい...。",0.2,0.2
2425,"渡辺美里。",0.0,0.0
2425,"ribbonなう。",0.1,0.1
2425,"2枚目に買ったCD。",0.3,0.3
2425,"中学生の時です。",0.3,0.3
2425,"1枚目は。",0.1,0.1
2425,"Fence。",0.1,0.1
2425,"Of。",0.1,0.1
2425,"Defence",0.2,0.2
2426,"究極に気持ち悪いのでお病院へ行ってまいりまする",0.1,0.1
2427,"リプ全部返した??",0.9,-0.9
2428,"戦績リセット〜。",0.3,-0.3
2428,"1戦目怖くて出来ん。",0.6,-0.6
2428,"私ほんとにデュオが苦手。",0.4,0.4
2428,"デュオのキルレを1にのせるを。",0.1,-0.1
2428,"目標に今シーズンは頑張る",0.7,0.7
2429,"アタシ星更新してます。。",0.3,0.3
2430,"たかこおお〜。",0.1,0.1
2430,"happybirthday_。",0.0,0.0
2430,"おめでとだいすき〜〜",0.8,0.8
2431,"あああーーーーー!",0.1,0.1
2431,"台風迎え撃つ準備してたらあやちょのお天気忘れてたし間に合わなかったーーーおはただいまー",0.4,-0.4
2432,"1日しかやんないんだ...。",0.7,-0.7
2433,"最近はあみこみをかわいく。",0.8,0.8
2433,"くずす練習してる(笑)。",0.5,0.5
2433,"それかお金かからないことで。",0.0,0.0
2433,"新しいこと発表してほしい。",0.1,0.1
2434,"誰かマイクラ",0.1,0.1
2435,"絵文字にNEWCOMERが",0.1,0.1
2436,"【定期】びーちく",0.2,0.2
2437,"さすが",0.4,0.4
2438,"リプありがとうございます!。",0.3,-0.3
2438,"無事当てることができたので求めていません。",0.3,-0.3
2438,"声かけてくださってありがとうございます",0.5,0.5
2439,"先週末からの胃腸炎がようやく完治して元気になった\(ˆoˆ。)/",0.5,0.5
2439,"。",0.1,0.1
2439,"今週末は楽しく過ごせてて、改めて健康であるありがたみ感じた(笑)。",0.9,0.9
2439,"おかげで先週末のアゼルバイジャン追えなかったのが心残り",0.6,0.6
2440,"りなフォローありがとうりないなくてさみしかったよ??",0.4,-0.4
2440,"元気にしてた??",0.1,0.1
2440,"これからもよろしくね",0.7,0.7
2441,"ねむーぃ",0.0,0.0
2442,"おはよ〜時間も取り過ぎだし(^^;;。",0.0,0.0
2442,"くり子さんのアイコンかわいいね。",0.9,0.9
2442,"お馬さんの赤が効いてる(o^^o)",0.7,0.7
2443,"え〜(>人<;)。",0.1,0.1
2443,"みやたんにあいにいきたかったのに〜。",0.3,0.3
2443,"でも、おこたでゆっくりみかんでも食べてね",0.6,0.6
2444,"ちょ、おめでと!?!",0.0,0.0
2444,"またいつでも相談してね",0.2,0.2
2445,"32分の急行がまだ大橋着いてない",0.3,0.3
2446,"久しぶりの電車で軽く酔った",0.6,-0.6
2447,"當場逮捕。。",0.0,0.0
2447,"民生社區。(。",0.3,0.3
2447,"Taipei。)。",0.0,0.0
2448,"ねむいし頭痛いし成人式の次の日くらい実習休みにしてください",0.5,-0.5
2449,"昼で、3.5連休が終わる",0.2,-0.2
2450,"よく親指動くね私人差し指じゃないとできない",0.6,-0.6
2451,"シーくるでダンスイベントしてるやん!。",0.2,-0.2
2451,"いーないーな",0.0,0.0
2452,"つめた",0.1,0.1
2453,"おはようございます。",0.2,0.2
2453,"眠いけど娘の学校の運動会に行ってきます!",0.5,0.5
2454,"うん、、。",0.3,0.3
2454,"仕事頑張ってくる!!!",0.1,0.1
2455,"オモ大変なおさねば",0.0,0.0
2456,"はいすいません、言い訳してすいません。",0.9,-0.9
2456,"コウエンヨロシク。",0.1,0.1
2456,"東陽町卓志",0.0,0.0
2457,"そういえば高校卒業してから告白してきたやつ居てそいつ振ったら急に態度急変してびびった。",0.6,-0.6
2457,"男って女々しすぎ",0.6,-0.6
2458,"よくサッカー頑張れたな。",0.8,0.8
2458,"すげーわ!。",0.0,0.0
2458,"まじか(^-^)早く帰りたいな!",0.5,0.5
2458,"夏休みいつから?",0.6,-0.6
2459,"ちゃんと大学のうちにサボるんだぞ今のうちだぞ",0.4,0.4
2460,"お、お疲れ様です。。",0.0,0.0
2461,"今日も接骨院行ってこよう。",0.2,0.2
2461,"先生曰く自律神経の乱れで起こる肩こりなんだって",0.3,-0.3
2462,"お酒大好きまりなちゃんV(^_^)V笑笑。",0.5,0.5
2462,"おやすミンミンゼミ",0.0,0.0
2463,"ほんとにストン!",0.2,0.2
2463,"と軽くなるから。",0.3,0.3
2463,"今は大変だけど、お腹でしっかり大きくしてあげてね〜〜",0.6,0.6
2464,"来週、ちょっとウキウキな予定が二つ入ったので、テンションあがりちぅ♪。",0.9,0.9
2464,"わーい。",0.8,0.8
2464,"ウキウキ♪ワクワク♪",0.9,0.9
2465,"私は。",0.2,0.2
2465,"ちょっとおせっかいなところが。",0.3,0.3
2465,"ある...(",0.1,0.1
2465,"^_^;)(苦笑)時に。",0.2,0.2
2465,"その。",0.1,0.1
2465,"おせっかいが。",0.1,0.1
2465,"人を。",0.0,0.0
2465,"傷つけることも。",0.1,0.1
2465,"あるのかも知れない。。",0.0,0.0
2465,"変な所。",0.0,0.0
2465,"完璧主義者だったりするから。。",0.6,0.6
2465,"臨機応変に。",0.1,0.1
2465,"なれないのかな。。",0.3,-0.3
2466,"クソワロタww。“。",0.0,0.0
2466,"今日は肩パンの仕事が終わってからダチと肩パン最近肩パンで負け続けてっから根性みせねえとなみんな肩パンで負けそうになった時は人気をそいつらに取られると思っておけそうしたら肩パンする拳にも自然と力がはいる肩パン”",0.0,0.0
2467,"テスト...。",0.2,0.2
2467,"・°°・(>_<)・°°・。。",0.1,0.1
2467,"まだ学校なんやね...。",0.1,-0.1
2467,"勉強頑張ってね。",0.7,0.7
2467,"レポ頑張ってメモる。",0.3,0.3
2467,"笑",0.2,0.2
2468,"名前からしてシモネッタじゃ、ないすか?。",0.2,-0.2
2468,"昨日はめちゃ酔っ払いましたよ",0.6,0.6
2469,"圭吾さん...",0.1,0.1
2469,"お嬢さん...poppoちゃん...。",0.3,0.3
2469,"おはようございます♪今日だけ小春日和かな。",0.6,0.6
2469,"ツアー帰りスーパーに寄ったら年末¥500で買ったトロフィ用の飾り餅が¥69に焼きもち焼いて5個購入ww。",0.1,0.1
2469,"年始週始め。",0.3,0.3
2469,"張り切って参りましょう(。",0.6,0.6
2469,"̀ᄇ",0.1,0.1
2469,"。́)",0.1,0.1
2469,"و✧。",0.1,0.1
2469,"AM。",0.1,0.1
2469,"4:00。",0.1,0.1
2470,"おはようございます。",0.2,0.2
2470,"今日も寒いインフルエンザも警戒レベルに入りました。",0.4,-0.4
2470,"手洗いうがい念入りに。",0.2,0.2
2471,"今日から12月。",0.0,0.0
2471,"今月はクリスマスだし、かいくんに会えるしで楽しみー\(^o^)/。",0.7,0.7
2471,"早く会いたい",0.8,0.8
2472,"この前ブラックタイガーからメール来てすぐに横にいたラデさんに、「ひなたのお渡し会あるって!」",0.2,-0.2
2472,"って言ったら反応がめちゃめちゃ冷たかったの地味にショックだったな",0.8,-0.8
2473,"レミゼを見た。",0.1,0.1
2473,"泣かなかった",0.2,0.2
2474,"ありがとうございます。",0.2,0.2
2474,"でも....。",0.5,0.5
2475,"会社に行ってくる(。́Д",0.0,0.0
2475,"`)",0.1,0.1
2476,"共学化はウンコや",0.1,-0.1
2477,"お腹空いたお腹空いたお腹空いた...",0.5,0.5
2477,"健康診断いってきます",0.9,0.9
2478,"今日100メートルとか終わったやん",0.6,-0.6
2479,"おはようチャンミン。",0.0,0.0
2479,"今日は日曜出勤花粉のせいか気分すぐれないチャンミンも花粉症だったよな。",0.1,-0.1
2480,"はいいよいよです!",0.2,0.2
2480,"ありがとうございます。",0.2,0.2
2480,"気合い入れてきます",0.9,0.9
2481,"腰が物凄く痛い。",0.8,-0.8
2481,"昔の京成電鉄の写真面白かった",0.8,0.8
2482,"ひかちはまなせりなのインスタ見てめちゃくちゃ楽しそうだなてなった。",0.7,0.7
2482,"ユーラに2年いてよって毎日のように言われるんだけど。",0.3,0.3
2482,"でも今思えばこっちでの生活も悪くないなて思う、けど和光も捨てがたい〜:(。",0.4,0.4
2482,"まぁもっと過ごしてから考えよっ♡",0.5,0.5
2483,"こんばんは!。",0.0,0.0
2483,"他社から乗り換えで、あの人気のタブレットminiがもらえるキャンペーン中。",0.9,0.9
2483,"商品券も最大1万5千円もらえます。",0.8,0.8
2483,"総額43800円還元中。",0.6,0.6
2483,"詳しい条件などは店頭でご確認ください。",0.0,0.0
2484,"しまむら閉まってるΣ(゚д゚lll)。",0.8,-0.8
2484,"どう言う事や。",0.2,-0.2
2484,"アベイルもやんヽ(。́o",0.4,-0.4
2484,"`;。",0.0,0.0
2484,"もー最悪。",0.9,-0.9
2484,"せっかく服見ようと来たのに。",0.0,0.0
2484,"ハニーズ行こかな♬",0.3,0.3
2485,"社長のインスタにテヒョン",0.1,0.1
2486,"せんたーからちょうど20年経ったと気付いた時の衝撃",0.6,0.6
2487,"おはようございます。",0.2,0.2
2487,"こちらこそよろしくお願いしますm(_。",0.7,0.7
2487,"_)m。",0.0,0.0
2487,"私の方は呼びタメ大歓迎なので気軽に話してもらえたら嬉しいです",0.9,0.9
2488,"ずっと目かいてたから。",0.1,0.1
2488,"目が赤い。",0.2,0.2
2488,"かーゆーいー!",0.1,0.1
2489,"はやく髪のびろーーー。",0.2,0.2
2489,"髪がはやくのびる方法だれか教えて。。。。",0.2,0.2
2490,"早よ終わらして帰らなあかんのに!",0.7,-0.7
2490,"コラッゲン",0.0,0.0
2491,"みんなおはよ〜。",0.2,0.2
2491,"寝た寝た寝すぎ〜早起きのつもりが。",0.1,-0.1
2491,"結局いつもの時間に目覚めちゃった。",0.7,0.7
2491,"のりちゃんはもう仕事してるんだよね...。",0.1,0.1
2491,"今夜も泣かせてもらうのを楽しみに待ち遠しく働きまぁす。",0.9,0.9
2491,"今日も宜しく",0.5,0.5
2492,"それは道徳的にやっちゃならん事ですね。",0.3,0.3
2492,"ましてやそれを出所を明らかにせず自分の手柄のように吹聴してれば最低。",0.6,-0.6
2492,"防止する手立ては..",0.6,0.6
2492,"今の形態だと呟くのをやめるしか無いのか。",0.3,-0.3
2492,"それでは活動する意味が無くなるし、鍵垢限定にすれば100%とは行かなくてもそれほど無防備じゃなくなるかもかな。",0.8,-0.8
2493,"超どうでもよさそうなエールありがとうございます",0.2,0.2
2494,"勢いのチェキありがとうございました。",0.1,0.1
2494,"KOTOさんに出会えたのは喫茶さんの曲のおかげです感謝です!",0.9,0.9
2494,"レコライドもすっごくあがりました楽しかったです⤴︎⤴︎",0.9,0.9
2495,"いや待て、こりゃオールで仕事のやつ。",0.6,-0.6
2495,"MHWのβ版の実況みてたらもー寝れぬ。。",0.4,0.4
2495,"ワールド片手剣極めよぉ。。",0.3,0.3
2495,"みなさん何派っすか?",0.1,-0.1
2496,"ブログを更新しました。。「",0.7,-0.7
2496,"初」→",0.1,0.1
2497,"良かった～もー。",0.4,0.4
2497,"なおやたん。",0.2,0.2
2497,"すきーい",0.0,0.0
2498,"おはようございますあっという間に暑い季節になってました。",0.5,0.5
2498,"麦わら帽子作るの難しそう",0.1,0.1
2499,"moreの山光さんが思いの外重症やった...",0.4,0.4
2500,"今日晴れるんじゃなかったの",0.1,0.1
2501,"おはようございます。",0.2,0.2
2501,"まー君、ご住職の膝ゲットですが、みー子母さんの視線が痛いですね",0.6,0.6
2502,"ありがと。",0.5,0.5
2502,"元気になったら連絡するー(>_<)",0.6,0.6
2503,"落ちてないよ",0.3,-0.3
2504,"間に合うか緊張し過ぎたから吐きそうお水買う時間もなかった追加のお土産も買えなかったでも飛行機乗れたから一安心(小学生日記)",0.7,0.7
2505,"こんな酷い奴が総司令の大艦隊があるんですか?。",0.5,-0.5
2505,"団員の方々が可愛そうですよ!。",0.0,0.0
2505,"早々に解散することをおすすめします。",0.6,0.6
2506,"まいきち...",0.1,0.1
2506,"悪くないですね!",0.1,0.1
2506,"笑。",0.1,0.1
2506,"ありがとうございます(/。",0.0,0.0
2506,"_。",0.0,0.0
2506,";。)。",0.0,0.0
2506,"私も会いたいです☆軽く1年は会ってないですよね",0.8,0.8
2507,"14日に注文していた大逆転裁判が届き、中身の初回盤のサンセットに驚きイヤー素晴らしいです(くふふ)",0.9,0.9
2508,"多分左右に開きながらスルーパス気味のアーリーが縦に入った感じですかね。",0.3,0.3
2508,"にしても私には思い付かない発走です",0.4,-0.4
2509,"かたもおめでとおおおおおおおおおおおお",0.5,0.5
2510,"www。",0.2,0.2
2510,"今度ノリで好き～!!!!!!!!!。",0.9,0.9
2510,"とか言ってみようかなwww",0.4,0.4
2511,"今から30分歩くなんて絶対濡れる。",0.0,0.0
2511,"今度絶対長ぐつ買う",0.3,0.3
2512,"ママさん〜もなかくんおはようございます。",0.4,0.4
2512,"体調は大丈夫ですよ。",0.5,0.5
2512,"今日は、1日雨ふり。",0.0,0.0
2512,"ママさん〜お仕事頑張ってね",0.5,0.5
2513,"いずの誕生日会。",0.2,0.2
2513,"久々の住吉メンバー。",0.5,0.5
2513,"なんでいつもあんな盛り上がるん。",0.8,0.8
2513,"ほんと楽しかった。",0.8,0.8
2513,"先にかえってごめんね。",0.0,0.0
2514,"おはようございます(*^^*)。",0.1,0.1
2514,"結構、雪積もってますね。",0.7,0.7
2514,"寒そうだ〜",0.3,0.3
2515,"头痛。",0.2,-0.2
2516,"こちらこそ、ありがとうございますヨロシクです",0.9,0.9
2517,"自慢してくるwww。",0.3,0.3
2517,"こんな時間に気持ち悪い。",0.1,0.1
